data
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1748041941, ""transaction_tail"": 3553}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1732057941, ""transaction_tail"": 1830}"
"1\张三\{""method_amount"": ""微信支付:611.2484793334468"", ""transaction_time"": 1742598741, ""transaction_tail"": 6550}"
"3\王五\{""method_amount"": ""现金支付:293.09150721109654"", ""transaction_time"": 1740093141, ""transaction_tail"": 1620}"
"4\赵六\{""method_amount"": ""现金支付:743.5212338234758"", ""transaction_time"": 1722553941, ""transaction_tail"": 5142}"
"3\王五\{""method_amount"": ""现金支付:-288.1356440203431"", ""transaction_time"": 1742771541, ""transaction_tail"": 8267}"
"2\李四\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1734045141, ""transaction_tail"": 7791}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1739920341, ""transaction_tail"": 1831}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1730675541, ""transaction_tail"": 6743}"
"2\李四\{""method_amount"": ""现金支付:94.82041002830101"", ""transaction_time"": 1735773141, ""transaction_tail"": 5562}"
"1\张三\{""method_amount"": ""微信支付:665.5290182384977"", ""transaction_time"": 1733785941, ""transaction_tail"": 3520}"
"4\赵六\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1737069141, ""transaction_tail"": 1398}"
"1\张三\{""method_amount"": ""微信支付:282.8064671593386"", ""transaction_time"": 1733353941, ""transaction_tail"": 4581}"
"4\赵六\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1748560341, ""transaction_tail"": 5898}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1726009941, ""transaction_tail"": 2991}"
"4\赵六\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1739401941, ""transaction_tail"": 1628}"
"4\赵六\{""method_amount"": ""现金支付:495.94321641291504"", ""transaction_time"": 1739747541, ""transaction_tail"": 8783}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1749078741, ""transaction_tail"": 2294}"
"4\赵六\{""method_amount"": ""现金支付:-718.5497899600604"", ""transaction_time"": 1745104341, ""transaction_tail"": 2423}"
"2\李四\{""method_amount"": ""微信支付:-218.21364265964792"", ""transaction_time"": 1737587541, ""transaction_tail"": 6557}"
"2\李四\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1725837141, ""transaction_tail"": 9815}"
"1\张三\{""method_amount"": ""现金支付:267.21831300999247"", ""transaction_time"": 1736291541, ""transaction_tail"": 3330}"
"2\李四\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1737328341, ""transaction_tail"": 6415}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1739315541, ""transaction_tail"": 5637}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1718579541, ""transaction_tail"": 9564}"
"3\王五\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1727219541, ""transaction_tail"": 1816}"
"3\王五\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1744413141, ""transaction_tail"": 2798}"
"2\李四\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1726873941, ""transaction_tail"": 2519}"
"4\赵六\{""method_amount"": ""现金支付:-15.290706173375384"", ""transaction_time"": 1723245141, ""transaction_tail"": 1121}"
"3\王五\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1732057941, ""transaction_tail"": 1536}"
"4\赵六\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1736550741, ""transaction_tail"": 3305}"
"4\赵六\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1727133141, ""transaction_tail"": 9864}"
"2\李四\{""method_amount"": ""银行卡转账:-233.61773475757343"", ""transaction_time"": 1727046741, ""transaction_tail"": 8008}"
"3\王五\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1740438741, ""transaction_tail"": 7425}"
"2\李四\{""method_amount"": ""微信支付:466.0170058075007"", ""transaction_time"": 1733699541, ""transaction_tail"": 9089}"
"3\王五\{""method_amount"": ""银行卡转账:-552.3083749373303"", ""transaction_time"": 1728256341, ""transaction_tail"": 6117}"
"2\李四\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1722294741, ""transaction_tail"": 2468}"
"4\赵六\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1726614741, ""transaction_tail"": 6598}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1728429141, ""transaction_tail"": 4951}"
"2\李四\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1748301141, ""transaction_tail"": 7493}"
"1\张三\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1719875541, ""transaction_tail"": 5811}"
"3\王五\{""method_amount"": ""支付宝支付:140.48495746081403"", ""transaction_time"": 1720739541, ""transaction_tail"": 9599}"
"1\张三\{""method_amount"": ""银行卡转账:-68.49277226852973"", ""transaction_time"": 1725318741, ""transaction_tail"": 3102}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1734045141, ""transaction_tail"": 7666}"
"2\李四\{""method_amount"": ""现金支付:-280.20608208708757"", ""transaction_time"": 1742253141, ""transaction_tail"": 7255}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1733613141, ""transaction_tail"": 6962}"
"4\赵六\{""method_amount"": ""银行卡转账:402.0111666029102"", ""transaction_time"": 1747177941, ""transaction_tail"": 8502}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1732403541, ""transaction_tail"": 1936}"
"3\王五\{""method_amount"": ""微信支付:638.4580826664348"", ""transaction_time"": 1730761941, ""transaction_tail"": 6237}"
"3\王五\{""method_amount"": ""银行卡转账:-936.278393973687"", ""transaction_time"": 1724800341, ""transaction_tail"": 8912}"
"2\李四\{""method_amount"": ""银行卡转账:-310.3006198256419"", ""transaction_time"": 1719789141, ""transaction_tail"": 7191}"
"3\王五\{""method_amount"": ""现金支付:203.83100460911328"", ""transaction_time"": 1723590741, ""transaction_tail"": 1013}"
"1\张三\{""method_amount"": ""银行卡转账:-611.4211393354842"", ""transaction_time"": 1735945941, ""transaction_tail"": 6021}"
"4\赵六\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1733613141, ""transaction_tail"": 5723}"
"4\赵六\{""method_amount"": ""现金支付:-24.385394310170227"", ""transaction_time"": 1748301141, ""transaction_tail"": 8489}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1731798741, ""transaction_tail"": 4278}"
"2\李四\{""method_amount"": ""银行卡转账:134.79677171288267"", ""transaction_time"": 1730157141, ""transaction_tail"": 6599}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1729897941, ""transaction_tail"": 3759}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1728515541, ""transaction_tail"": 4558}"
"1\张三\{""method_amount"": ""支付宝支付:-831.5205599498894"", ""transaction_time"": 1748560341, ""transaction_tail"": 2844}"
"3\王五\{""method_amount"": ""微信支付:-304.8205423838208"", ""transaction_time"": 1732057941, ""transaction_tail"": 7521}"
"3\王五\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1720825941, ""transaction_tail"": 9632}"
"3\王五\{""method_amount"": ""银行卡转账:45.98532397192321"", ""transaction_time"": 1740784341, ""transaction_tail"": 5597}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1718925141, ""transaction_tail"": 4817}"
"1\张三\{""method_amount"": ""银行卡转账:-122.57837097073559"", ""transaction_time"": 1749424341, ""transaction_tail"": 8132}"
"3\王五\{""method_amount"": ""现金支付:-962.6069277741245"", ""transaction_time"": 1732749141, ""transaction_tail"": 1801}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1742425941, ""transaction_tail"": 5656}"
"1\张三\{""method_amount"": ""银行卡转账:761.7394672225541"", ""transaction_time"": 1742857941, ""transaction_tail"": 6195}"
"1\张三\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1741216341, ""transaction_tail"": 3479}"
"1\张三\{""method_amount"": ""支付宝支付:324.94723862114824"", ""transaction_time"": 1733526741, ""transaction_tail"": 4496}"
"1\张三\{""method_amount"": ""支付宝支付:58.82486186466758"", ""transaction_time"": 1740957141, ""transaction_tail"": 1159}"
"3\王五\{""method_amount"": ""银行卡转账:-629.4146480817288"", ""transaction_time"": 1721257941, ""transaction_tail"": 5981}"
"3\王五\{""method_amount"": ""现金支付:-213.14158640591518"", ""transaction_time"": 1742771541, ""transaction_tail"": 8439}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1730589141, ""transaction_tail"": 5568}"
"1\张三\{""method_amount"": ""现金支付:-426.3808358304277"", ""transaction_time"": 1743549141, ""transaction_tail"": 6313}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1728169941, ""transaction_tail"": 1992}"
"1\张三\{""method_amount"": ""银行卡转账:-730.4222385970811"", ""transaction_time"": 1726441941, ""transaction_tail"": 4916}"
"4\赵六\{""method_amount"": ""现金支付:-34.43112945418329"", ""transaction_time"": 1749510741, ""transaction_tail"": 2759}"
"1\张三\{""method_amount"": ""银行卡转账:651.2443222998756"", ""transaction_time"": 1732921941, ""transaction_tail"": 1202}"
"4\赵六\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1730934741, ""transaction_tail"": 7882}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1738710741, ""transaction_tail"": 6234}"
"2\李四\{""method_amount"": ""现金支付:824.8635590835838"", ""transaction_time"": 1728688341, ""transaction_tail"": 9885}"
"3\王五\{""method_amount"": ""现金支付:241.13693658386933"", ""transaction_time"": 1724281941, ""transaction_tail"": 9605}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1742598741, ""transaction_tail"": 7245}"
"4\赵六\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1722035541, ""transaction_tail"": 4072}"
"2\李四\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1746918741, ""transaction_tail"": 6587}"
"2\李四\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1740438741, ""transaction_tail"": 9507}"
"4\赵六\{""method_amount"": ""微信支付:810.6718522833007"", ""transaction_time"": 1743721941, ""transaction_tail"": 7249}"
"4\赵六\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1725577941, ""transaction_tail"": 2047}"
"4\赵六\{""method_amount"": ""银行卡转账:-545.1837698589813"", ""transaction_time"": 1721257941, ""transaction_tail"": 8483}"
"3\王五\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1718925141, ""transaction_tail"": 2851}"
"4\赵六\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1727046741, ""transaction_tail"": 1998}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1732835541, ""transaction_tail"": 2415}"
"2\李四\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1747609941, ""transaction_tail"": 5171}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1734217941, ""transaction_tail"": 1849}"
"2\李四\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1748128341, ""transaction_tail"": 5677}"
"4\赵六\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1746918741, ""transaction_tail"": 4709}"
"4\赵六\{""method_amount"": ""微信支付:-561.9746071600196"", ""transaction_time"": 1728688341, ""transaction_tail"": 1940}"
"3\王五\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1731539541, ""transaction_tail"": 9983}"
"1\张三\{""method_amount"": ""银行卡转账:388.53272851905604"", ""transaction_time"": 1746745941, ""transaction_tail"": 7337}"
"4\赵六\{""method_amount"": ""现金支付:941.553368085581"", ""transaction_time"": 1718665941, ""transaction_tail"": 4392}"
"3\王五\{""method_amount"": ""支付宝支付:656.2711741502703"", ""transaction_time"": 1736464341, ""transaction_tail"": 8113}"
"1\张三\{""method_amount"": ""微信支付:-517.9942889771312"", ""transaction_time"": 1738710741, ""transaction_tail"": 1162}"
"1\张三\{""method_amount"": ""支付宝支付:400.60390243896677"", ""transaction_time"": 1745190741, ""transaction_tail"": 7022}"
"1\张三\{""method_amount"": ""现金支付:785.3624070675862"", ""transaction_time"": 1747177941, ""transaction_tail"": 6930}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1725318741, ""transaction_tail"": 1245}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1727737941, ""transaction_tail"": 5338}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1739661141, ""transaction_tail"": 2960}"
"2\李四\{""method_amount"": ""微信支付:-36.866076777558874"", ""transaction_time"": 1747350741, ""transaction_tail"": 9233}"
"2\李四\{""method_amount"": ""微信支付:69.99153264977917"", ""transaction_time"": 1730329941, ""transaction_tail"": 8506}"
"1\张三\{""method_amount"": ""银行卡转账:22.955651925370148"", ""transaction_time"": 1742857941, ""transaction_tail"": 3581}"
"2\李四\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1720307541, ""transaction_tail"": 8831}"
"1\张三\{""method_amount"": ""微信支付:387.1200334426569"", ""transaction_time"": 1740525141, ""transaction_tail"": 5910}"
"4\赵六\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1731798741, ""transaction_tail"": 3716}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1744067541, ""transaction_tail"": 8879}"
"1\张三\{""method_amount"": ""银行卡转账:-276.31774474166355"", ""transaction_time"": 1719789141, ""transaction_tail"": 8906}"
"1\张三\{""method_amount"": ""现金支付:932.5583092772113"", ""transaction_time"": 1723763541, ""transaction_tail"": 2992}"
"3\王五\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1719789141, ""transaction_tail"": 8227}"
"2\李四\{""method_amount"": ""微信支付:-802.9931032402446"", ""transaction_time"": 1738969941, ""transaction_tail"": 9239}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1737760341, ""transaction_tail"": 5749}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1726355541, ""transaction_tail"": 2023}"
"1\张三\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1740352341, ""transaction_tail"": 3393}"
"2\李四\{""method_amount"": ""支付宝支付:-928.8299241453913"", ""transaction_time"": 1733526741, ""transaction_tail"": 2885}"
"3\王五\{""method_amount"": ""支付宝支付:-460.6355792606489"", ""transaction_time"": 1745536341, ""transaction_tail"": 7368}"
"1\张三\{""method_amount"": ""微信支付:-602.7953198285165"", ""transaction_time"": 1730329941, ""transaction_tail"": 4041}"
"3\王五\{""method_amount"": ""银行卡转账:-293.7257616844913"", ""transaction_time"": 1729897941, ""transaction_tail"": 9024}"
"4\赵六\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1749683541, ""transaction_tail"": 5236}"
"1\张三\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1722467541, ""transaction_tail"": 9493}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1742512341, ""transaction_tail"": 2717}"
"3\王五\{""method_amount"": ""微信支付:467.57013756654055"", ""transaction_time"": 1726009941, ""transaction_tail"": 9506}"
"3\王五\{""method_amount"": ""现金支付:-568.4911733920837"", ""transaction_time"": 1734390741, ""transaction_tail"": 2009}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1733526741, ""transaction_tail"": 7553}"
"4\赵六\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1740525141, ""transaction_tail"": 7304}"
"4\赵六\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1718320341, ""transaction_tail"": 6828}"
"4\赵六\{""method_amount"": ""微信支付:-893.1425972351243"", ""transaction_time"": 1734822741, ""transaction_tail"": 1959}"
"3\王五\{""method_amount"": ""支付宝支付:930.5849212248409"", ""transaction_time"": 1747955541, ""transaction_tail"": 9064}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1743289941, ""transaction_tail"": 5205}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1748387541, ""transaction_tail"": 3432}"
"1\张三\{""method_amount"": ""现金支付:-913.1006484864984"", ""transaction_time"": 1726787541, ""transaction_tail"": 7707}"
"2\李四\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1749510741, ""transaction_tail"": 6422}"
"2\李四\{""method_amount"": ""支付宝支付:860.0638010297505"", ""transaction_time"": 1721603541, ""transaction_tail"": 6426}"
"4\赵六\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1732144341, ""transaction_tail"": 8696}"
"1\张三\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1734649941, ""transaction_tail"": 4856}"
"4\赵六\{""method_amount"": ""微信支付:136.40193068249596"", ""transaction_time"": 1738019541, ""transaction_tail"": 9517}"
"1\张三\{""method_amount"": ""微信支付:661.5050056384241"", ""transaction_time"": 1737501141, ""transaction_tail"": 2481}"
"3\王五\{""method_amount"": ""支付宝支付:132.5168169396834"", ""transaction_time"": 1749683541, ""transaction_tail"": 6890}"
"1\张三\{""method_amount"": ""支付宝支付:151.2504026400818"", ""transaction_time"": 1721776341, ""transaction_tail"": 1623}"
"1\张三\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1734304341, ""transaction_tail"": 8944}"
"4\赵六\{""method_amount"": ""现金支付:52.44567697979096"", ""transaction_time"": 1725491541, ""transaction_tail"": 8156}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1749597141, ""transaction_tail"": 6324}"
"4\赵六\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1734649941, ""transaction_tail"": 7956}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1731885141, ""transaction_tail"": 2051}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1727565141, ""transaction_tail"": 1509}"
"1\张三\{""method_amount"": ""现金支付:-266.7801769221618"", ""transaction_time"": 1745881941, ""transaction_tail"": 3017}"
"2\李四\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1738365141, ""transaction_tail"": 2501}"
"3\王五\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1720998741, ""transaction_tail"": 6157}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1723849941, ""transaction_tail"": 6117}"
"1\张三\{""method_amount"": ""现金支付:637.2316446300015"", ""transaction_time"": 1743030741, ""transaction_tail"": 8801}"
"1\张三\{""method_amount"": ""现金支付:546.6952878612658"", ""transaction_time"": 1733094741, ""transaction_tail"": 6927}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1746745941, ""transaction_tail"": 2931}"
"2\李四\{""method_amount"": ""支付宝支付:940.6789402344345"", ""transaction_time"": 1734995541, ""transaction_tail"": 9677}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1735341141, ""transaction_tail"": 5522}"
"3\王五\{""method_amount"": ""微信支付:-876.5568960210617"", ""transaction_time"": 1745622741, ""transaction_tail"": 5967}"
"2\李四\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1732057941, ""transaction_tail"": 7284}"
"2\李四\{""method_amount"": ""支付宝支付:-258.0734963112359"", ""transaction_time"": 1719011541, ""transaction_tail"": 3500}"
"1\张三\{""method_amount"": ""微信支付:-643.2675157368446"", ""transaction_time"": 1722035541, ""transaction_tail"": 1210}"
"4\赵六\{""method_amount"": ""支付宝支付:-438.03847630156963"", ""transaction_time"": 1741389141, ""transaction_tail"": 6477}"
"3\王五\{""method_amount"": ""支付宝支付:-953.373725512783"", ""transaction_time"": 1744413141, ""transaction_tail"": 4644}"
"3\王五\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1736896341, ""transaction_tail"": 5908}"
"3\王五\{""method_amount"": ""支付宝支付:-189.32951983286728"", ""transaction_time"": 1733785941, ""transaction_tail"": 9263}"
"4\赵六\{""method_amount"": ""支付宝支付:538.3399508561765"", ""transaction_time"": 1730934741, ""transaction_tail"": 8830}"
"4\赵六\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1733872341, ""transaction_tail"": 3252}"
"1\张三\{""method_amount"": ""支付宝支付:168.72921003921215"", ""transaction_time"": 1742857941, ""transaction_tail"": 7552}"
"4\赵六\{""method_amount"": ""银行卡转账:463.7525401571677"", ""transaction_time"": 1738710741, ""transaction_tail"": 4506}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1746573141, ""transaction_tail"": 9642}"
"4\赵六\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1726614741, ""transaction_tail"": 4864}"
"4\赵六\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1733094741, ""transaction_tail"": 9452}"
"1\张三\{""method_amount"": ""支付宝支付:791.4109468155511"", ""transaction_time"": 1726614741, ""transaction_tail"": 4190}"
"4\赵六\{""method_amount"": ""现金支付:-535.3644058219361"", ""transaction_time"": 1744240341, ""transaction_tail"": 5358}"
"4\赵六\{""method_amount"": ""支付宝支付:-13.293663868563499"", ""transaction_time"": 1720480341, ""transaction_tail"": 4466}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1735168341, ""transaction_tail"": 4058}"
"4\赵六\{""method_amount"": ""银行卡转账:203.9430315872537"", ""transaction_time"": 1738365141, ""transaction_tail"": 8732}"
"4\赵六\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1729811541, ""transaction_tail"": 8228}"
"1\张三\{""method_amount"": ""微信支付:845.8968946270804"", ""transaction_time"": 1746918741, ""transaction_tail"": 9019}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1728688341, ""transaction_tail"": 8665}"
"1\张三\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1723849941, ""transaction_tail"": 2396}"
"2\李四\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1748128341, ""transaction_tail"": 4309}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1721862741, ""transaction_tail"": 6581}"
"2\李四\{""method_amount"": ""支付宝支付:921.7987485308124"", ""transaction_time"": 1729033941, ""transaction_tail"": 9527}"
"1\张三\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1737760341, ""transaction_tail"": 6113}"
"3\王五\{""method_amount"": ""银行卡转账:646.1191216140571"", ""transaction_time"": 1721085141, ""transaction_tail"": 7915}"
"3\王五\{""method_amount"": ""微信支付:708.075677066262"", ""transaction_time"": 1721085141, ""transaction_tail"": 6932}"
"2\李四\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1735341141, ""transaction_tail"": 1623}"
"3\王五\{""method_amount"": ""微信支付:221.4052832906425"", ""transaction_time"": 1740352341, ""transaction_tail"": 7376}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1744413141, ""transaction_tail"": 5765}"
"3\王五\{""method_amount"": ""现金支付:-658.7624462355075"", ""transaction_time"": 1722726741, ""transaction_tail"": 5012}"
"2\李四\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1725491541, ""transaction_tail"": 3173}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1741734741, ""transaction_tail"": 7900}"
"1\张三\{""method_amount"": ""银行卡转账:267.87450177503"", ""transaction_time"": 1730070741, ""transaction_tail"": 9982}"
"1\张三\{""method_amount"": ""微信支付:-246.48830836793456"", ""transaction_time"": 1734217941, ""transaction_tail"": 6416}"
"2\李四\{""method_amount"": ""现金支付:None"", ""transaction_time"": 1722294741, ""transaction_tail"": 5772}"
"3\王五\{""method_amount"": ""微信支付:-219.37566998093553"", ""transaction_time"": 1736982741, ""transaction_tail"": 3099}"
"1\张三\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1728688341, ""transaction_tail"": 9286}"
"3\王五\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1719443541, ""transaction_tail"": 1664}"
"4\赵六\{""method_amount"": ""支付宝支付:None"", ""transaction_time"": 1737328341, ""transaction_tail"": 1869}"
"2\李四\{""method_amount"": ""银行卡转账:137.0633685329476"", ""transaction_time"": 1746745941, ""transaction_tail"": 5918}"
"3\王五\{""method_amount"": ""银行卡转账:None"", ""transaction_time"": 1739661141, ""transaction_tail"": 9520}"
"1\张三\{""method_amount"": ""银行卡转账:750.8733286118031"", ""transaction_time"": 1740179541, ""transaction_tail"": 5396}"
"2\李四\{""method_amount"": ""现金支付:-691.1067452441886"", ""transaction_time"": 1738105941, ""transaction_tail"": 9300}"
"4\赵六\{""method_amount"": ""银行卡转账:434.795833655455"", ""transaction_time"": 1742166741, ""transaction_tail"": 1817}"
"1\张三\{""method_amount"": ""支付宝支付:-508.4724486446097"", ""transaction_time"": 1719443541, ""transaction_tail"": 8977}"
"1\张三\{""method_amount"": ""微信支付:None"", ""transaction_time"": 1729379541, ""transaction_tail"": 2511}"
"3\王五\{""method_amount"": ""银行卡转账:74.0080278663686"", ""transaction_time"": 1722121941, ""transaction_tail"": 8115}"
